Time_(Ps),ROG_(nm)
15640,1.87083
15650,1.86743
15660,1.87281
15670,1.8662
15680,1.87031
15690,1.87081
15700,1.86616
15710,1.88521
15720,1.88547
15730,1.88593
15740,1.88136
15750,1.88173
15760,1.88351
15770,1.87574
15780,1.87776
15790,1.87741
15800,1.87635
15810,1.8753
15820,1.86917
15830,1.87199
15840,1.8749
15850,1.88356
15860,1.87733
15870,1.87859
15880,1.87983
15890,1.87357
15900,1.87139
15910,1.86914
15920,1.87143
15930,1.87528
15940,1.87918
15950,1.88085
15960,1.88585
15970,1.88946
15980,1.88764
15990,1.88434
16000,1.88676
16010,1.88476
16020,1.88548
16030,1.88853
16040,1.8799
16050,1.88049
16060,1.87955
16070,1.88059
16080,1.89079
16090,1.8767
16100,1.87849
16110,1.87561
16120,1.87669
16130,1.8816
16140,1.86763
16150,1.87705
16160,1.87996
16170,1.87089
16180,1.87033
16190,1.87488
16200,1.87626
16210,1.87483
16220,1.87221
16230,1.87437
16240,1.87693
16250,1.88251
16260,1.88841
16270,1.88796
16280,1.88125
16290,1.87649
16300,1.88025
16310,1.88425
16320,1.87613
16330,1.86893
16340,1.88439
16350,1.88258
16360,1.87978
16370,1.87936
16380,1.86482
16390,1.87524
16400,1.87429
16410,1.87009
16420,1.87418
16430,1.86521
16440,1.87522
16450,1.87439
16460,1.87356
16470,1.87723
16480,1.87645
16490,1.86878
16500,1.88802
16510,1.87716
16520,1.88215
16530,1.88461
16540,1.87801
16550,1.86997
16560,1.87746
16570,1.88052
16580,1.8763
16590,1.86892
16600,1.87398
16610,1.87828
16620,1.87325
16630,1.87299
16640,1.87252
16650,1.87731
16660,1.87386
16670,1.86943
16680,1.87451
16690,1.87633
16700,1.8728
16710,1.86034
16720,1.87086
16730,1.86513
16740,1.86176
16750,1.86313
16760,1.86969
16770,1.86249
16780,1.86797
16790,1.86392
16800,1.86186
16810,1.86427
16820,1.86391
16830,1.86831
16840,1.86735
16850,1.87191
16860,1.87098
16870,1.87252
16880,1.86919
16890,1.87052
16900,1.86819
16910,1.86944
16920,1.8637
16930,1.87126
16940,1.87326
16950,1.87708
16960,1.87574
16970,1.86976
16980,1.87426
16990,1.86484
17000,1.86578
17010,1.87631
17020,1.88491
17030,1.88501
17040,1.88508
17050,1.88547
17060,1.88346
17070,1.88474
17080,1.88545
17090,1.87681
17100,1.872
17110,1.88477
17120,1.87577
17130,1.88202
17140,1.88178
17150,1.88675
17160,1.88717
17170,1.8922
17180,1.88716
17190,1.87567
17200,1.87316
17210,1.88309
17220,1.87528
17230,1.88177
17240,1.88395
17250,1.87698
17260,1.87962
17270,1.88143
17280,1.87675
17290,1.87998
17300,1.88525
17310,1.87698
17320,1.87933
17330,1.88036
17340,1.87984
17350,1.87383
17360,1.87832
17370,1.88107
17380,1.87579
17390,1.87787
17400,1.88167
17410,1.87979
17420,1.88125
17430,1.87659
17440,1.88168
17450,1.87437
17460,1.86815
17470,1.87451
17480,1.87447
17490,1.8792
17500,1.87854
17510,1.87929
17520,1.86564
